icd9_hcup,icd9_omop,icd9_ccs,ccs2,ccs2_desc,hcup_desc,omop_desc,concept_id
08.25,08.25,08.25,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],DESTRUCTION LID LESION,Destruction of lesion of eyelid,2000363
08.31,08.31,08.31,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PTOSIS REPFRONT MUS SUT,Repair of blepharoptosis by frontalis muscle technique with suture,2000365
08.32,08.32,08.32,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PTOSIS REPFRON MUS SLNG,Repair of blepharoptosis by frontalis muscle technique with fascial sling,2000366
08.33,08.33,08.33,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PTOSIS REPLEVAT MUS ADV,Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis,2000367
08.34,08.34,08.34,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PTOSIS REPLEVAT MUS NEC,Repair of blepharoptosis by other levator muscle techniques,2000368
08.35,08.35,08.35,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PTOS REPTARSAL TECHNIQ,Repair of blepharoptosis by tarsal technique,2000369
08.36,08.36,08.36,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],BLEPHAROPTOS REPAIR NEC,Repair of blepharoptosis by other techniques,2000370
08.37,08.37,08.37,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],REDUC OVERCORRECT PTOSIS,Reduction of overcorrection of ptosis,2000371
08.38,08.38,08.38,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CORRECT LID RETRACTION,Correction of lid retraction,2000372
08.41,08.41,08.41,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],THERMOCAUT/ENTROPION REP,Repair of entropion or ectropion by thermocauterization,2000374
08.42,08.42,08.42,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],SUTURE ENTROPION REPAIR,Repair of entropion or ectropion by suture technique,2000375
08.43,08.43,08.43,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],WEDG RESEC ENTROPION REP,Repair of entropion or ectropion with wedge resection,2000376
08.44,08.44,08.44,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID RECONS ENTROPION REP,Repair of entropion or ectropion with lid reconstruction,2000377
08.49,08.49,08.49,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],ENTROPION/ECTROP REP NEC,Other repair of entropion or ectropion,2000378
08.51,08.51,08.51,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CANTHOTOMY,Canthotomy,2000380
08.52,08.52,08.52,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],BLEPHARORRHAPHY,Blepharorrhaphy,2000381
08.59,08.59,08.59,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],ADJUST LID POSITION NEC,Other adjustment of lid position,2000382
08.61,08.61,08.61,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID RECONST W SKIN GRAFT,Reconstruction of eyelid with skin flap or graft,2000384
08.62,08.62,08.62,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID RECONST W MUC GRAFT,Reconstruction of eyelid with mucous membrane flap or graft,2000385
08.63,08.63,08.63,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID RECONST W HAIR GRAFT,Reconstruction of eyelid with hair follicle graft,2000386
08.64,08.64,08.64,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID RECONTARSOCONJ FLAP,Reconstruction of eyelid with tarsoconjunctival flap,2000387
08.69,08.69,08.69,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID RECONSTR W GRAFT NEC,Other reconstruction of eyelid with flaps or grafts,2000388
08.70,08.70,08.70,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID RECONSTRUCTION NOS,"Reconstruction of eyelid, not otherwise specified",2000390
08.71,08.71,08.71,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID MARG RECONPART THIC,"Reconstruction of eyelid involving lid margin, partial-thickness",2000391
08.72,08.72,08.72,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID RECONSPART THIC NEC,"Other reconstruction of eyelid, partial-thickness",2000392
08.73,08.73,08.73,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID MARG RECONS FUL THIC,"Reconstruction of eyelid involving lid margin, full-thickness",2000393
08.74,08.74,08.74,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LID RECONSTFUL THIC NEC,"Other reconstruction of eyelid, full-thickness",2000394
08.91,08.91,08.91,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],ELECTROSURG LID EPILAT,Electrosurgical epilation of eyelid,2000405
08.92,08.92,08.92,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CRYOSURG LID EPILATION,Cryosurgical epilation of eyelid,2000406
08.93,08.93,08.93,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],EYELID EPILATION NEC,Other epilation of eyelid,2000407
08.99,08.99,08.99,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],EYELID OPERATION NEC,Other operations on eyelids,2000408
09.0,09.0,09.0,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LACRIMAL GLAND INCISION,Incision of lacrimal gland,2000410
09.20,09.20,09.20,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],EXC LACRIMAL GLAND NOS,"Excision of lacrimal gland, not otherwise specified",2000416
09.21,09.21,09.21,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],EXCIS LES LACRIMAL GLAND,Excision of lesion of lacrimal gland,2000417
09.22,09.22,09.22,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PART DACRYOADENECT NEC,Other partial dacryoadenectomy,2000418
09.23,09.23,09.23,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],TOTAL DACRYOADENECTOMY,Total dacryoadenectomy,2000419
09.3,09.3,09.3,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],OTHER LACRIMAL GLAND OPS,Other operations on lacrimal gland,2000420
09.41,09.41,09.41,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LACRIMAL PUNCTUM PROBE,Probing of lacrimal punctum,2000422
09.42,09.42,09.42,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LAC CANALICULI PROBE,Probing of lacrimal canaliculi,2000423
09.43,09.43,09.43,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],NASOLACRIMAL DUCT PROBE,Probing of nasolacrimal duct,2000424
09.44,09.44,09.44,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],NASOLAC DUCT INTUBAT,Intubation of nasolacrimal duct,2000425
09.49,09.49,09.49,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LAC PASSAGE MANIP NEC,Other manipulation of lacrimal passage,2000426
09.51,09.51,09.51,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LAC PUNCTUM INCISION,Incision of lacrimal punctum,2000428
09.52,09.52,09.52,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LAC CANALICULI INCISION,Incision of lacrimal canaliculi,2000429
09.53,09.53,09.53,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LACRIMAL SAC INCISION,Incision of lacrimal sac,2000430
09.59,09.59,09.59,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LACRIM PASSAGE INCIS NEC,Other incision of lacrimal passages,2000431
09.6,09.6,09.6,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LACRIM SAC/PASSAGE EXCIS,Excision of lacrimal sac and passage,2000432
09.71,09.71,09.71,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CORRECT EVERTED PUNCTUM,Correction of everted punctum,2000434
09.72,09.72,09.72,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PUNCTUM REPAIR NEC,Other repair of punctum,2000435
09.73,09.73,09.73,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CANALICULUS REPAIR,Repair of canaliculus,2000436
09.81,09.81,09.81,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],DACRYOCYSTORHINOSTOMY,Dacryocystorhinostomy [DCR],2000438
09.82,09.82,09.82,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CONJUNCTIVOCYSTORHINOST,Conjunctivocystorhinostomy,2000439
09.83,09.83,09.83,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CONJUNCTIVORHINOS W TUBE,Conjunctivorhinostomy with insertion of tube or stent,2000440
09.91,09.91,09.91,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LAC PUNCTUM OBLITERATION,Obliteration of lacrimal punctum,2000442
09.99,09.99,09.99,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],LACRIMAL SYSTEM OP NEC,Other operations on lacrimal system,2000443
10.0,10.0,10.0,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],INCISE/REMOV CONJUNCT FB,Removal of embedded foreign body from conjunctiva by incision,2000445
10.1,10.1,10.1,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CONJUNCTIVA INCISION NEC,Other incision of conjunctiva,2000446
10.31,10.31,10.31,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],EXCISE CONJUNCTIV LESION,Excision of lesion or tissue of conjunctiva,2000451
10.32,10.32,10.32,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],DESTRUCT CONJUNC LES NEC,Destruction of lesion of conjunctiva,2000452
10.33,10.33,10.33,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],OTH CONJUNC DESTRUC PROC,Other destructive procedures on conjunctiva,2000453
10.41,10.41,10.41,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],SYMBLEPH REP W FREE GRFT,Repair of symblepharon with free graft,2000455
10.42,10.42,10.42,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],GRAFT CONJUNC CULDESAC,Reconstruction of conjunctival cul-de-sac with free graft,2000456
10.43,10.43,10.43,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CONJUN CULDESAC RX NEC,Other reconstruction of conjunctival cul-de-sac,2000457
10.44,10.44,10.44,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CONJUNC FREE GRAFT NEC,Other free graft to conjunctiva,2000458
10.49,10.49,10.49,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CONJUNCTIVOPLASTY NEC,Other conjunctivoplasty,2000459
10.5,10.5,10.5,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CONJUNC/LID ADHESIOLYSIS,Lysis of adhesions of conjunctiva and eyelid,2000460
10.6,10.6,10.6,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],REPAIR CONJUNCT LACERAT,Repair of laceration of conjunctiva,2000461
10.91,10.91,10.91,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],SUBCONJUNCTIVAL INJECT,Subconjunctival injection,2000463
10.99,10.99,10.99,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CONJUNCTIVAL OP NEC,Other operations on conjunctiva,2000464
11.0,11.0,11.0,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],MAGNET REMOVAL CORNEA FB,Magnetic removal of embedded foreign body from cornea,2000466
11.1,11.1,11.1,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CORNEAL INCISION,Incision of cornea,2000467
11.31,11.31,11.31,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PTERYGIUM TRANSPOSITION,Transposition of pterygium,2000473
11.32,11.32,11.32,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PTERYG EXC W CORNEA GRFT,Excision of pterygium with corneal graft,2000474
11.39,11.39,11.39,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],PTERYGIUM EXCISION NEC,Other excision of pterygium,2000475
11.41,11.41,11.41,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],MECH REMOV CORNEA EPITH,Mechanical removal of corneal epithelium,2000477
11.42,11.42,11.42,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],THERMOCAUT CORNEA LESION,Thermocauterization of corneal lesion,2000478
11.43,11.43,11.43,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CRYOTHERAP CORNEA LESION,Cryotherapy of corneal lesion,2000479
11.49,11.49,11.49,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],DESTRUCT CORNEA LES NEC,Other removal or destruction of corneal lesion,2000480
11.51,11.51,11.51,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],SUTURE CORNEA LACERATION,Suture of corneal laceration,2000482
11.52,11.52,11.52,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],REP CORNEA POSTOP DEHISC,Repair of postoperative wound dehiscence of cornea,2000483
11.53,11.53,11.53,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],RX CORNEA LAC W CONJ FLP,Repair of corneal laceration or wound with conjunctival flap,2000484
11.59,11.59,11.59,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CORNEAL REPAIR NEC,Other repair of cornea,2000485
11.60,11.60,11.60,3.1,Corneal transplant [13.],CORNEAL TRANSPLANT NOS,"Corneal transplant, not otherwise specified",2000487
11.61,11.61,11.61,3.1,Corneal transplant [13.],LAM KERATPLAST W AUTGRFT,Lamellar keratoplasty with autograft,2000488
11.62,11.62,11.62,3.1,Corneal transplant [13.],LAMELLAR KERATOPLAST NEC,Other lamellar keratoplasty,2000489
11.63,11.63,11.63,3.1,Corneal transplant [13.],PERF KERATOPL W AUTOGRFT,Penetrating keratoplasty with autograft,2000490
11.64,11.64,11.64,3.1,Corneal transplant [13.],PERFORAT KERATOPLAST NEC,Other penetrating keratoplasty,2000491
11.69,11.69,11.69,3.1,Corneal transplant [13.],CORNEAL TRANSPLANT NEC,Other corneal transplant,2000492
11.71,11.71,11.71,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],KERATOMELEUSIS,Keratomileusis,2000494
11.72,11.72,11.72,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],KERATOPHAKIA,Keratophakia,2000495
11.73,11.73,11.73,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],KERATOPROSTHESIS,Keratoprosthesis,2000496
11.74,11.74,11.74,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],THERMOKERATOPLASTY,Thermokeratoplasty,2000497
11.75,11.75,11.75,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],RADIAL KERATOTOMY (Begin 1989),Radial keratotomy,2000498
11.76,11.76,11.76,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],EPIKERATOPHAKIA (Begin 1989),Epikeratophakia,2000499
11.79,11.79,11.79,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CORNEA RECONSTRUCT NEC,Other reconstructive and refractive surgery on cornea,2000500
11.91,11.91,11.91,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CORNEAL TATTOOING,Tattooing of cornea,2000502
11.92,11.92,11.92,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],REMOVE CORNEAL IMPLANT,Removal of artificial implant from cornea,2000503
11.99,11.99,11.99,3.7,Other therapeutic procedures on eyelids; conjunctiva; cornea [19.],CORNEAL OPERATION NEC,Other operations on cornea,2000504
12.00,12.00,12.00,3.8,Other intraocular therapeutic procedures [20.],REMOV ANT SEGMNT FB NOS,"Removal of intraocular foreign body from anterior segment of eye, not otherwise specified",2000507
12.01,12.01,12.01,3.8,Other intraocular therapeutic procedures [20.],MAGNET REMOV ANT SEG FB,Removal of intraocular foreign body from anterior segment of eye with use of magnet,2000508
12.02,12.02,12.02,3.8,Other intraocular therapeutic procedures [20.],NONMAG REMOV ANT SEG FB,Removal of intraocular foreign body from anterior segment of eye without use of magnet,2000509
12.11,12.11,12.11,3.8,Other intraocular therapeutic procedures [20.],IRIDOTOMY W TRANSFIXION,Iridotomy with transfixion,2000511
12.12,12.12,12.12,3.8,Other intraocular therapeutic procedures [20.],IRIDOTOMY NEC,Other iridotomy,2000512
12.13,12.13,12.13,3.8,Other intraocular therapeutic procedures [20.],PROLAPSED IRIS EXCISION,Excision of prolapsed iris,2000513
12.14,12.14,12.14,3.8,Other intraocular therapeutic procedures [20.],IRIDECTOMY NEC,Other iridectomy,2000514
12.31,12.31,12.31,3.8,Other intraocular therapeutic procedures [20.],GONIOSYNECHIAE LYSIS,Lysis of goniosynechiae,2000520
12.32,12.32,12.32,3.8,Other intraocular therapeutic procedures [20.],ANT SYNECHIA LYSIS NEC,Lysis of other anterior synechiae,2000521
12.33,12.33,12.33,3.8,Other intraocular therapeutic procedures [20.],POST SYNECHIAE LYSIS,Lysis of posterior synechiae,2000522
12.34,12.34,12.34,3.8,Other intraocular therapeutic procedures [20.],CORNEOVITREAL ADHESIOLYS,Lysis of corneovitreal adhesions,2000523
12.35,12.35,12.35,3.8,Other intraocular therapeutic procedures [20.],COREOPLASTY,Coreoplasty,2000524
12.39,12.39,12.39,3.8,Other intraocular therapeutic procedures [20.],IRIDOPLASTY NEC,Other iridoplasty,2000525
12.40,12.40,12.40,3.8,Other intraocular therapeutic procedures [20.],REMOV ANT SEGMNT LES NOS,"Removal of lesion of anterior segment of eye, not otherwise specified",2000527
12.41,12.41,12.41,3.8,Other intraocular therapeutic procedures [20.],NONEXC DESTRUC IRIS LES,"Destruction of lesion of iris, nonexcisional",2000528
12.42,12.42,12.42,3.8,Other intraocular therapeutic procedures [20.],EXCISION OF IRIS LESION,Excision of lesion of iris,2000529
12.43,12.43,12.43,3.8,Other intraocular therapeutic procedures [20.],NONEXC DESTR CIL BOD LES,"Destruction of lesion of ciliary body, nonexcisional",2000530
12.44,12.44,12.44,3.8,Other intraocular therapeutic procedures [20.],EXCISE CILIARY BODY LES,Excision of lesion of ciliary body,2000531
